LaptopID,CompanyName,TypeName,OSName,Inches,Ram,Weight,PriceEuros,CPUCompany,CPUModel,CPUFrequency,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPUCompany,GPUModel
912,Dell,Netbook,Chrome OS,16.9,8,1.3,2019.12,Samsung,A9-Series 9420,4.1,1024,256,SSD,No,Intel,GeForce GTX 930MX
913,MSI,Gaming,Windows 7,13.2,4,2.76,1595.26,Samsung,Core M 6Y54,1.5,128,1024,Hybrid,No,Intel,Quadro M620
914,Razer,Gaming,Windows 10 S,12.6,4,2.44,418.89,Intel,E-Series 9000e,3.5,1024,256,HDD,No,Nvidia,GeForce 150MX
915,MSI,Workstation,Chrome OS,16.2,4,3.18,2555.56,AMD,A6-Series 7310,4.3,1024,256,SSD,SSD,Nvidia,Radeon R5 M430
916,Xiaomi,Gaming,Chrome OS,14.7,16,2.65,1302.44,Samsung,Core M M3-6Y30,1.5,512,1024,Flash Storage,Hybrid,Nvidia,GeForce GT 940MX
917,Xiaomi,Netbook,Windows 10,16.2,32,2.69,1401.13,AMD,Core i5 7300HQ,3.1,256,512,HDD,Hybrid,ARM,Radeon R7 M365X
918,Fujitsu,Workstation,Windows 10,16.7,16,2.27,2621.22,Samsung,Core i3 7130U,3.1,256,256,Flash Storage,Hybrid,Intel,Quadro M500M
919,Razer,Ultrabook,Windows 7,14.7,4,2.44,987.74,Samsung,Atom X5-Z8350,4.3,256,512,Hybrid,No,Nvidia,Radeon R7 M465
920,Xiaomi,2 in 1 Convertible,Windows 10 S,14.6,32,1.55,1248.06,AMD,Core M 6Y54,3.6,128,256,Hybrid,HDD,AMD,GeForce 940M
921,Apple,2 in 1 Convertible,No OS,14.4,4,2.74,1127.7,AMD,Core i7 6600U,3.9,128,256,SSD,No,Intel,Radeon R7 M445
922,Asus,Notebook,Windows 10,16.3,4,1.17,1522.02,Intel,Core i7 7660U,4.3,1024,0,HDD,SSD,ARM,GeForce 920MX 
923,Chuwi,Netbook,Windows 10 S,15.1,32,2.59,1902.01,Samsung,Core i7 6820HK,4.4,1024,512,HDD,No,Nvidia,Radeon R7 Graphics
924,Samsung,Gaming,Windows 7,16.0,32,2.72,1974.63,AMD,Pentium Quad Core N3700,2.7,128,1024,SSD,Hybrid,Intel,FirePro W5130M
925,Microsoft,2 in 1 Convertible,No OS,12.1,4,2.14,2322.44,Intel,Core M,4.4,128,512,HDD,Hybrid,AMD,Radeon R7
926,Razer,Ultrabook,macOS,15.5,4,3.34,1499.96,Samsung,Celeron Dual Core N3060,2.6,1024,0,HDD,No,ARM,GeForce 930MX 
927,Mediacom,Netbook,Windows 10,11.8,16,2.07,2154.38,Intel,Core i7 7560U,2.7,256,0,Hybrid,HDD,ARM,Radeon R5
928,Toshiba,Notebook,Mac OS X,13.5,32,1.57,1500.6,Samsung,Atom x5-Z8300,1.4,256,256,SSD,Hybrid,ARM,Quadro M1200
929,Razer,Ultrabook,Windows 7,16.7,16,2.59,587.09,AMD,Core i7 8550U,2.0,1024,0,SSD,No,Nvidia,GeForce GTX 1070M
930,Xiaomi,Gaming,Windows 10 S,14.5,8,3.27,2663.94,Intel,A9-Series 9420,1.6,256,256,Hybrid,SSD,Nvidia,Quadro M2200M
931,Acer,Workstation,Windows 10,14.9,4,2.4,927.07,Intel,Core i7 6600U,1.5,1024,0,HDD,No,Intel,GeForce 940MX
932,Google,Workstation,Linux,14.9,4,1.76,2490.95,AMD,Core i5 7Y54,4.0,256,256,Hybrid,Hybrid,ARM,GeForce 920MX
933,Asus,Notebook,Windows 10 S,14.8,4,1.37,642.78,Samsung,Core i3 7130U,4.0,128,1024,SSD,HDD,AMD,Quadro M2200
934,Razer,Workstation,Android,16.9,16,2.02,2331.4,Intel,A10-Series 9600P,3.7,128,256,HDD,Hybrid,ARM,Radeon R7 M440
935,MSI,Workstation,Windows 10,14.3,32,2.62,2339.66,Intel,Core i7 6920HQ,3.1,512,1024,SSD,Hybrid,Intel,HD Graphics 630
936,Acer,2 in 1 Convertible,No OS,15.6,8,2.93,407.86,AMD,Core i7 6820HQ,2.0,512,512,HDD,SSD,ARM,HD Graphics 530
937,Samsung,Gaming,Windows 7,16.9,8,2.17,545.67,AMD,A8-Series 7410,2.9,128,512,HDD,SSD,Nvidia,Radeon R5 520
938,Google,Notebook,Android,16.9,16,3.27,1828.24,AMD,Celeron Dual Core 3205U,1.7,512,1024,HDD,SSD,ARM,GeForce GTX 1070M
939,Chuwi,2 in 1 Convertible,Windows 10,16.2,16,1.47,2152.15,Samsung,Core M M3-6Y30,2.9,256,1024,Flash Storage,No,Nvidia,Quadro M2000M
940,MSI,Notebook,Android,12.6,32,1.94,1357.4,Samsung,Core i7 6500U,4.3,1024,512,Flash Storage,SSD,Intel,GeForce MX130
941,Asus,Gaming,Windows 7,17.2,4,1.17,2492.38,AMD,Core M 7Y30,2.6,512,1024,Flash Storage,SSD,Intel,Radeon R5 430
942,Samsung,2 in 1 Convertible,No OS,14.3,32,1.78,677.26,Intel,A12-Series 9720P,3.7,128,0,SSD,SSD,Intel,Radeon R2 Graphics
943,Fujitsu,Netbook,Windows 10,16.1,32,1.51,2706.54,Samsung,Core M m3,1.0,512,512,HDD,Hybrid,AMD,Radeon 520
944,MSI,2 in 1 Convertible,Linux,16.9,16,3.1,709.6,Samsung,Core i5 6260U,2.1,256,256,Hybrid,HDD,Intel,HD Graphics
945,Acer,2 in 1 Convertible,Linux,16.2,4,1.24,2582.53,Intel,Core i7 6920HQ,2.6,256,256,Flash Storage,SSD,Intel,Iris Plus Graphics 640
946,MSI,Workstation,Linux,14.1,32,2.12,926.89,Intel,Core i7 7Y75,3.5,1024,256,Hybrid,Hybrid,Intel,GeForce GTX 960M
947,Microsoft,Notebook,Chrome OS,14.1,16,1.81,1647.39,Samsung,Core i5 6440HQ,3.9,256,512,Flash Storage,No,ARM,HD Graphics 500
948,Vero,Notebook,Mac OS X,13.4,32,1.69,2230.32,Intel,Celeron Quad Core N3450,3.1,1024,0,Flash Storage,No,ARM,GeForce 940M
949,Apple,Gaming,Android,13.6,4,2.23,2255.28,AMD,Core i5 7300HQ,2.5,512,256,HDD,SSD,Nvidia,Quadro M2200M
950,Lenovo,Notebook,Mac OS X,16.5,8,3.11,2943.74,AMD,Core i3 6006U,3.7,128,256,SSD,No,Nvidia,Radeon Pro 555
951,Google,Netbook,Chrome OS,12.4,8,3.15,1051.99,Intel,Core i5 7500U,2.4,256,0,Flash Storage,No,Intel,GeForce GTX 960<U+039C>
952,Lenovo,Netbook,Windows 7,14.3,32,3.24,937.86,Intel,Core M,3.5,128,0,HDD,HDD,Intel,Quadro 3000M
953,Mediacom,2 in 1 Convertible,Android,15.7,8,2.33,804.38,Intel,A10-Series 9600P,4.0,512,0,SSD,Hybrid,AMD,HD Graphics 500
954,HP,Gaming,Windows 10,16.4,8,3.15,2552.56,Samsung,E-Series 9000e,2.6,1024,256,SSD,HDD,AMD,Quadro M2000M
955,HP,Ultrabook,Windows 10 S,12.4,16,2.15,2456.86,Samsung,Core i7 6820HQ,2.9,1024,1024,HDD,Hybrid,Nvidia,GeForce GTX1080
956,Razer,Notebook,Windows 7,16.5,8,3.01,858.61,Samsung,Core i5 7300U,3.9,128,1024,Hybrid,Hybrid,Nvidia,GeForce 920MX 
957,Apple,Netbook,Chrome OS,12.7,4,1.54,2392.69,Intel,Core i7 6700HQ,4.0,256,512,Hybrid,HDD,AMD,HD Graphics 620
958,MSI,Gaming,Linux,14.4,32,2.78,1303.23,Intel,A10-Series 9620P,1.5,128,256,Flash Storage,No,Nvidia,GeForce 920MX 
959,HP,Netbook,Chrome OS,16.8,32,1.2,1093.67,Samsung,Core i5 6300HQ,2.7,1024,0,HDD,SSD,AMD,GeForce GTX 1050M
960,Google,Notebook,macOS,17.3,8,2.86,1816.29,Intel,A9-Series 9420,2.8,512,0,Hybrid,Hybrid,Nvidia,FirePro W4190M
961,Mediacom,Netbook,Android,13.2,4,3.0,1881.18,AMD,Core i7 6820HK,2.5,128,0,Flash Storage,Hybrid,Nvidia,Radeon 540
962,Mediacom,Workstation,Linux,12.4,8,1.23,1336.5,AMD,Core M 6Y75,1.1,512,0,Flash Storage,HDD,ARM,GeForce GTX 970M
963,Chuwi,Gaming,Windows 10,14.0,16,3.48,868.66,Intel,Ryzen 1700,4.0,512,1024,SSD,HDD,ARM,HD Graphics 500
964,Samsung,Ultrabook,No OS,15.4,16,2.54,2944.54,AMD,Xeon E3-1505M V6,3.0,512,512,Flash Storage,SSD,AMD,Radeon R4 Graphics
965,Apple,Gaming,Chrome OS,13.2,16,2.25,2255.55,AMD,Core i3 6006U,4.3,512,512,SSD,HDD,AMD,GeForce 960M
966,MSI,Notebook,Chrome OS,16.8,4,2.74,1665.78,AMD,Ryzen 1600,2.5,512,512,SSD,HDD,AMD,Quadro M520M
967,Samsung,Workstation,No OS,16.0,4,2.09,2500.66,Intel,Core i5 7440HQ,2.7,128,512,HDD,No,Nvidia,GeForce GTX 1070
968,Samsung,Gaming,Windows 10 S,15.0,32,2.08,934.8,Intel,A12-Series 9700P,3.8,512,256,HDD,Hybrid,Intel,HD Graphics 615
969,Acer,Ultrabook,macOS,12.5,32,2.23,549.25,Samsung,Core M m7-6Y75,1.5,128,0,Hybrid,HDD,Intel,Radeon R2
970,Toshiba,Netbook,Android,15.4,4,1.1,2710.78,AMD,E-Series E2-9000e,1.1,128,0,SSD,HDD,AMD,GeForce GTX 980M
971,Samsung,Ultrabook,Linux,15.0,4,3.08,1068.0,Intel,A10-Series 9620P,3.1,512,256,SSD,Hybrid,AMD,Radeon R5 M420X
972,Toshiba,Ultrabook,Windows 10 S,16.5,8,2.74,2487.73,AMD,Celeron Quad Core N3160,2.1,1024,1024,Flash Storage,SSD,Nvidia,Radeon RX 580
973,MSI,Gaming,Windows 10,15.6,4,1.2,1886.74,Intel,Core i3 7130U,1.4,1024,256,Flash Storage,No,Nvidia,HD Graphics 620 
974,Huawei,Workstation,Android,14.9,32,2.09,631.07,Samsung,Atom X5-Z8350,4.3,512,256,Hybrid,No,Nvidia,HD Graphics
975,Vero,Notebook,Android,12.0,4,3.1,2469.79,AMD,Celeron Dual Core N3060,3.8,1024,1024,HDD,Hybrid,AMD,Radeon R5 M315
976,Huawei,Workstation,Windows 10 S,15.4,8,1.02,2414.66,AMD,Core i5 7440HQ,1.3,512,256,SSD,HDD,AMD,HD Graphics 530
977,Samsung,Netbook,Mac OS X,15.7,32,1.1,324.91,AMD,Core M 6Y30,2.2,512,512,SSD,No,ARM,HD Graphics 620 
978,Google,Notebook,Mac OS X,12.4,16,2.33,2701.88,Samsung,A12-Series 9700P,4.2,256,1024,SSD,Hybrid,Nvidia,GeForce GTX1050 Ti
979,Mediacom,Ultrabook,Linux,13.5,32,2.47,2905.73,Intel,E-Series 7110,3.9,1024,1024,Flash Storage,SSD,AMD,HD Graphics 405
980,Microsoft,Netbook,macOS,16.3,16,1.99,311.57,Intel,Core i5 8250U,1.8,1024,256,Hybrid,No,ARM,Iris Pro Graphics
981,Acer,Netbook,Windows 7,16.2,32,1.04,2645.07,Samsung,Core i7 6560U,3.8,128,1024,Flash Storage,SSD,Intel,Mali T860 MP4
982,MSI,Gaming,Windows 7,15.7,8,2.36,840.69,Samsung,Core i7 7660U,1.3,256,1024,SSD,No,AMD,GeForce GTX 1050Ti
983,Microsoft,Notebook,Linux,15.4,32,1.4,1451.41,Samsung,Ryzen 1700,2.3,512,512,SSD,No,AMD,HD Graphics 400
984,Apple,Notebook,No OS,16.0,16,3.41,606.1,AMD,A8-Series 7410,1.4,1024,0,Hybrid,SSD,Intel,GeForce GTX 1080
985,Acer,Netbook,Windows 10,13.8,8,2.36,975.74,Intel,Pentium Dual Core 4405U,3.8,128,0,Flash Storage,HDD,Nvidia,HD Graphics
986,Google,Workstation,Windows 7,12.7,16,1.07,2604.47,AMD,Core i7 8650U,3.8,1024,256,Flash Storage,HDD,ARM,Quadro 3000M
987,LG,Workstation,No OS,17.2,8,3.09,2821.25,AMD,A6-Series 7310,3.7,1024,512,HDD,HDD,Intel,Iris Plus Graphics 650
988,Mediacom,Notebook,macOS,14.9,4,3.47,2821.58,Samsung,A8-Series 7410,2.5,128,512,Hybrid,No,AMD,Quadro M3000M
989,Asus,2 in 1 Convertible,Windows 7,14.8,4,2.48,1578.26,Samsung,Core i5 6300HQ,3.5,512,0,SSD,SSD,AMD,GeForce GTX 1050M
990,Fujitsu,Gaming,Linux,11.8,4,1.14,1110.55,Intel,Cortex A72&A53,1.9,1024,256,HDD,SSD,ARM,HD Graphics 520
991,Google,Netbook,No OS,14.4,16,2.02,370.6,AMD,A10-Series 9600P,1.6,128,256,SSD,SSD,Intel,HD Graphics 615
992,Microsoft,Netbook,Android,16.7,8,2.44,1872.02,Intel,Core i5 7500U,1.2,512,0,HDD,SSD,Intel,Iris Graphics 550
993,HP,Netbook,Windows 10 S,12.1,16,1.67,440.54,Intel,E-Series E2-9000e,4.3,128,0,Hybrid,No,ARM,FirePro W6150M
994,Xiaomi,Gaming,Windows 7,12.2,8,2.48,1815.21,Intel,Atom x5-Z8350,2.2,256,0,SSD,Hybrid,AMD,Radeon R7 M465
995,Dell,Notebook,Windows 7,13.0,32,1.01,1712.03,AMD,Xeon E3-1535M v5,3.8,256,1024,Flash Storage,No,ARM,GeForce 920MX
996,Vero,Notebook,Windows 7,13.3,8,2.01,1895.08,Samsung,A10-Series A10-9620P,1.9,128,1024,HDD,Hybrid,Intel,GeForce 940MX
997,Vero,2 in 1 Convertible,Mac OS X,15.9,8,2.44,2499.0,Samsung,E-Series E2-6110,4.4,256,256,SSD,HDD,AMD,GeForce GTX 1050Ti
998,HP,Workstation,No OS,15.5,8,3.41,1046.68,Intel,Xeon E3-1535M v5,1.0,256,0,SSD,Hybrid,Intel,GTX 980 SLI
999,Chuwi,Gaming,Windows 10,12.4,4,3.17,1177.8,AMD,Celeron Quad Core N3450,3.3,512,1024,Flash Storage,HDD,AMD,FirePro W4190M 
1000,Xiaomi,Notebook,Mac OS X,14.4,16,2.09,980.7,AMD,A10-Series 9620P,1.6,128,1024,HDD,HDD,ARM,GeForce 940MX
1001,Toshiba,Notebook,Linux,13.2,32,2.92,1577.73,Samsung,Core i7 7500U,3.1,512,512,Flash Storage,Hybrid,AMD,Radeon R5 M420X
1002,Microsoft,Gaming,Windows 10 S,13.1,32,1.55,2742.98,Intel,Core i7 6920HQ,3.3,1024,256,Flash Storage,No,Nvidia,GeForce GTX 930MX
1003,Xiaomi,2 in 1 Convertible,Linux,15.5,16,3.16,1694.5,AMD,Ryzen 1600,1.1,128,256,HDD,SSD,AMD,Radeon R7 M365X
1004,Fujitsu,2 in 1 Convertible,Windows 7,16.9,32,3.44,309.1,Intel,A10-Series 9600P,3.7,1024,512,SSD,Hybrid,AMD,GeForce GTX 1060
1005,Asus,Workstation,Linux,15.7,32,1.63,2472.4,Samsung,Core i7 7560U,3.2,512,0,Hybrid,Hybrid,AMD,GeForce GTX 1050 Ti
1006,Huawei,Ultrabook,Android,13.6,8,2.33,1631.51,AMD,A6-Series 7310,1.1,128,0,Flash Storage,HDD,ARM,Radeon R5
1007,Chuwi,Gaming,Windows 10 S,14.6,4,1.26,2972.39,Samsung,Core i5 7Y57,3.5,256,256,Flash Storage,SSD,Intel,Iris Plus Graphics 650
1008,Microsoft,Ultrabook,Windows 10 S,12.3,16,2.61,2702.46,Intel,Core i5 7300HQ,2.2,256,0,SSD,SSD,AMD,Radeon R5
1009,Samsung,Workstation,Linux,14.7,4,3.32,1621.78,Intel,Core i7 7Y75,4.1,128,0,Flash Storage,SSD,Intel,Radeon R5 430
1010,Xiaomi,Netbook,Chrome OS,14.8,8,1.07,563.28,Samsung,Xeon E3-1535M v5,1.1,512,256,Flash Storage,HDD,AMD,Radeon R3
1011,HP,Workstation,Windows 10,12.7,8,1.49,1096.5,Intel,Core M M7-6Y75,2.6,256,0,SSD,HDD,Nvidia,Quadro M2200
1012,Toshiba,Workstation,Windows 10 S,12.5,4,3.08,729.49,AMD,Core i5,1.6,128,256,Hybrid,No,Intel,Radeon R9 M385
1013,Lenovo,Notebook,No OS,12.5,4,2.09,2189.16,Intel,Core i7 6500U,3.5,512,1024,Flash Storage,HDD,ARM,Radeon R5 430
1014,Lenovo,2 in 1 Convertible,Chrome OS,13.2,16,2.52,2800.78,Intel,Core i7 7560U,2.4,1024,1024,SSD,No,AMD,Iris Pro Graphics
1015,MSI,Workstation,Windows 7,17.0,4,2.4,1365.44,Samsung,Core i5 6260U,3.5,256,0,Flash Storage,HDD,AMD,GeForce GTX 1070
1016,HP,2 in 1 Convertible,Windows 7,16.6,8,2.35,525.63,Samsung,Celeron Dual Core N3050,1.3,512,512,Flash Storage,HDD,Intel,Radeon R5 430
1017,Samsung,Notebook,Windows 10,16.2,8,2.75,541.33,Intel,Pentium Dual Core 4405U,2.5,1024,0,HDD,Hybrid,AMD,HD Graphics 5300
1018,Microsoft,Netbook,macOS,11.8,4,2.95,2393.32,Samsung,A9-Series 9420,4.0,128,0,HDD,HDD,Intel,Radeon Pro 555
1019,Chuwi,Gaming,No OS,14.1,16,1.14,2003.28,Samsung,A9-Series 9420,3.5,512,512,Hybrid,No,Nvidia,Radeon R7 M365X
1020,Toshiba,Netbook,Windows 10,12.1,8,2.5,1856.24,AMD,A10-Series A10-9620P,2.7,128,256,Flash Storage,SSD,Intel,HD Graphics 515
1021,Vero,Gaming,macOS,14.5,32,1.07,1917.87,Intel,Core M M7-6Y75,1.9,256,1024,HDD,SSD,Intel,Quadro M1200
1022,Google,Netbook,Windows 7,12.5,32,2.41,936.66,Intel,Core i7 6500U,2.8,512,512,SSD,SSD,Nvidia,Quadro M500M
1023,Lenovo,2 in 1 Convertible,Windows 10 S,15.8,4,2.56,443.2,Intel,Core i7 6920HQ,2.4,1024,512,SSD,HDD,AMD,UHD Graphics 620
1024,HP,Netbook,macOS,16.9,32,1.63,1727.15,Samsung,E-Series E2-9000,3.6,512,512,Flash Storage,Hybrid,ARM,GeForce GTX 1050 Ti
1025,Google,Notebook,Windows 10 S,15.7,8,2.32,473.25,AMD,Core i5 7Y54,1.5,128,256,Hybrid,SSD,AMD,GeForce GTX 965M
1026,LG,Workstation,Linux,13.9,8,1.05,2674.5,Samsung,A6-Series 9220,2.3,1024,256,SSD,SSD,Nvidia,Radeon Pro 555
1027,Mediacom,Ultrabook,Windows 10 S,13.3,32,1.39,2854.58,AMD,A6-Series A6-9220,4.0,128,256,Hybrid,HDD,Nvidia,GTX 980 SLI
1028,Fujitsu,Workstation,Windows 10,13.3,4,2.67,1568.55,AMD,Core i7 7Y75,3.8,512,0,Flash Storage,No,Nvidia,GeForce GTX 1070
1029,Fujitsu,Workstation,Windows 7,14.6,16,1.83,2925.69,AMD,A12-Series 9700P,3.9,128,512,SSD,SSD,Intel,Mali T860 MP4
1030,Toshiba,Notebook,Mac OS X,16.8,8,3.42,2524.63,Intel,E-Series E2-9000,1.9,512,0,Hybrid,HDD,AMD,FirePro W6150M
1031,Asus,Ultrabook,No OS,15.7,32,2.32,2247.38,Intel,Core M M3-6Y30,1.2,256,256,SSD,HDD,ARM,GeForce 920MX
1032,Dell,Gaming,Android,17.3,4,3.21,2608.0,Samsung,Core i3 7100U,4.3,1024,512,Hybrid,No,ARM,Radeon R7 M460
1033,Razer,2 in 1 Convertible,Windows 7,16.7,4,3.28,863.5,Intel,A9-Series 9420,3.1,512,1024,SSD,HDD,Intel,GeForce GTX 1050 Ti
1034,Vero,Netbook,Chrome OS,15.2,32,1.66,1065.85,Samsung,E-Series E2-6110,4.4,1024,0,Flash Storage,Hybrid,Nvidia,Radeon R7
1035,Xiaomi,Notebook,macOS,12.0,4,3.02,2651.27,Samsung,Xeon E3-1535M v5,2.0,512,256,Flash Storage,Hybrid,ARM,GTX 980 SLI
1036,Apple,2 in 1 Convertible,Windows 10,15.9,32,1.49,2500.36,Intel,Core i5 6200U,3.1,256,0,Flash Storage,Hybrid,Nvidia,HD Graphics 505
1037,Huawei,Gaming,No OS,12.1,4,2.74,2614.65,AMD,A6-Series 9220,2.8,1024,0,HDD,No,Nvidia,GeForce GTX 1070
1038,Samsung,Gaming,Windows 10 S,14.1,4,2.3,559.16,Samsung,A6-Series 9220,2.5,128,0,Flash Storage,No,AMD,Quadro M1200
1039,Vero,Gaming,No OS,16.3,4,1.97,2149.25,Intel,A10-Series 9600P,4.3,256,0,Flash Storage,HDD,Nvidia,GTX 980 SLI
1040,Xiaomi,Ultrabook,Windows 10 S,14.5,8,2.09,593.69,Samsung,Core i7 6820HK,2.5,256,256,HDD,SSD,Intel,GeForce 940MX
1041,MSI,Netbook,Windows 7,11.6,32,2.95,1225.05,Intel,A9-Series A9-9420,4.0,256,1024,SSD,HDD,AMD,HD Graphics 540
1042,Xiaomi,2 in 1 Convertible,No OS,11.9,16,2.13,2173.71,Samsung,Core i3 6006U,2.8,128,512,HDD,HDD,Intel,GeForce 940M
1043,Mediacom,Netbook,Windows 10,13.9,32,2.92,1846.33,AMD,Core M M7-6Y75,2.0,1024,0,HDD,HDD,Nvidia,Graphics 620
1044,Vero,Workstation,Mac OS X,12.4,4,1.74,2385.21,AMD,Atom Z8350,3.2,256,256,Flash Storage,No,AMD,Quadro M3000M
1045,MSI,Netbook,Windows 10,16.0,32,2.01,1811.59,Intel,Core i7 7Y75,3.2,128,1024,Flash Storage,Hybrid,Intel,Radeon RX 540
1046,Razer,Ultrabook,Chrome OS,12.6,8,1.77,2846.19,Samsung,Core i5 7500U,2.8,256,512,HDD,HDD,AMD,Radeon 540
1047,Fujitsu,Ultrabook,Linux,16.3,16,3.4,2695.66,Intel,Core i3 7130U,4.2,1024,512,SSD,HDD,ARM,GeForce GTX 960
1048,Xiaomi,2 in 1 Convertible,Windows 10,14.1,16,1.23,1786.66,Samsung,Celeron Quad Core N3450,2.2,128,256,SSD,Hybrid,ARM,HD Graphics 615
1049,Dell,Notebook,Windows 7,13.4,16,3.45,2326.14,AMD,FX 9830P,3.7,1024,256,Flash Storage,SSD,Nvidia,Quadro M2200
1050,HP,Ultrabook,Windows 10,14.3,8,1.0,2102.83,Samsung,Core M m3-7Y30,3.1,1024,0,SSD,No,ARM,Radeon R7 M460
1051,Chuwi,Ultrabook,No OS,15.4,16,3.06,2522.98,Intel,Core i3 6006U,4.3,1024,0,HDD,No,Nvidia,Quadro M2200
1052,Acer,Workstation,Android,11.9,32,2.93,2629.83,Samsung,Core i7 7560U,4.1,1024,1024,Flash Storage,No,Nvidia,Radeon R4 Graphics
1053,Microsoft,Netbook,macOS,16.7,32,2.11,1060.05,Intel,Core M m3,3.5,1024,256,Hybrid,Hybrid,AMD,Radeon R5 520
1054,Dell,Netbook,macOS,14.8,4,2.86,1628.65,Samsung,E-Series 7110,4.2,128,256,SSD,SSD,Intel,GeForce GTX 980M
1055,Google,Workstation,Windows 7,13.1,8,1.5,1525.44,Intel,A6-Series 9220,4.3,512,512,Flash Storage,HDD,Nvidia,Iris Graphics 550
1056,Asus,Gaming,Windows 7,16.9,32,1.03,2593.77,Intel,Pentium Dual Core 4405Y,1.4,256,0,Hybrid,No,AMD,Radeon R7 M365X
1057,Razer,Notebook,Windows 7,17.2,16,1.33,1638.52,Samsung,Celeron Dual Core 3855U,2.3,256,256,Hybrid,No,Nvidia,GeForce GTX 1050M
1058,Microsoft,2 in 1 Convertible,macOS,15.7,8,3.16,1172.16,Intel,Core i7 6820HQ,2.0,128,0,Hybrid,SSD,Nvidia,Iris Pro Graphics
1059,MSI,Gaming,Mac OS X,15.5,4,2.0,1742.29,Intel,A10-Series 9620P,3.6,1024,256,Flash Storage,No,Intel,Radeon R7 M360
1060,Lenovo,Workstation,No OS,16.6,8,1.26,822.14,Samsung,Core i5 7440HQ,1.6,512,1024,Hybrid,HDD,ARM,Quadro M500M
1061,MSI,2 in 1 Convertible,Mac OS X,16.6,8,2.36,2988.97,AMD,A9-Series 9420,2.2,1024,0,Hybrid,Hybrid,ARM,HD Graphics 5300
1062,Asus,Gaming,Chrome OS,15.6,32,3.15,1640.45,AMD,Core i5 6300U,3.7,256,0,HDD,No,ARM,GeForce GTX 960M
1063,Dell,Ultrabook,Windows 10,12.6,16,1.82,729.89,AMD,Pentium Dual Core 4405Y,4.1,512,0,HDD,Hybrid,Intel,HD Graphics 5300
1064,Microsoft,Gaming,Windows 10,15.8,8,1.18,1840.67,AMD,Atom Z8350,2.4,1024,0,HDD,HDD,ARM,Quadro M520M
1065,Fujitsu,Netbook,Windows 7,16.5,8,1.32,2780.18,AMD,Core i7 8550U,4.3,256,1024,HDD,SSD,AMD,Radeon RX 550
1066,Huawei,Workstation,Windows 7,14.8,4,2.62,1065.63,AMD,A4-Series 7210,2.9,1024,0,Hybrid,No,Nvidia,GeForce 930MX 
1067,MSI,2 in 1 Convertible,Windows 10 S,14.2,32,1.49,2376.59,Samsung,Celeron Dual Core N3060,1.1,1024,512,Hybrid,No,Intel,GeForce GTX 930MX
1068,Mediacom,Gaming,Windows 7,14.4,8,3.14,1851.4,AMD,Xeon E3-1535M v6,2.7,256,256,HDD,HDD,ARM,GeForce GTX 1050Ti
1069,HP,Workstation,Windows 7,13.4,4,2.0,802.84,Samsung,Core i7 6920HQ,2.3,512,0,HDD,Hybrid,ARM,Radeon R7 M465
1070,Huawei,Workstation,Chrome OS,14.8,4,2.68,753.38,Samsung,Atom x5-Z8550,3.7,512,512,HDD,SSD,AMD,GeForce GTX1080
1071,Vero,Gaming,Windows 10 S,12.7,16,3.07,1950.75,Intel,Core i7 6560U,1.9,256,512,Hybrid,HDD,AMD,GeForce GTX 960M
1072,LG,Ultrabook,Android,13.9,16,1.2,2137.43,AMD,Celeron Dual Core N3060,2.9,512,1024,Flash Storage,SSD,ARM,HD Graphics 500
1073,LG,Notebook,Windows 10 S,17.0,8,3.17,900.13,Samsung,Core M,3.7,512,0,Flash Storage,No,ARM,GeForce 920MX 
1074,Xiaomi,Ultrabook,Chrome OS,14.6,32,3.37,1808.45,Intel,A12-Series 9700P,2.1,1024,512,HDD,HDD,Intel,GeForce 150MX
1075,Toshiba,Workstation,No OS,16.6,4,3.32,605.63,AMD,Celeron Quad Core N3710,2.7,128,256,HDD,HDD,Nvidia,Radeon R5 M330
1076,HP,Ultrabook,Android,12.8,16,1.22,1092.85,Intel,A10-Series 9600P,3.9,256,0,Flash Storage,HDD,Nvidia,Quadro M520M
1077,Chuwi,Gaming,Chrome OS,15.7,4,1.6,1450.88,AMD,Core i5 8250U,1.1,512,256,SSD,SSD,Intel,Iris Plus Graphics 650
1078,Xiaomi,Notebook,Chrome OS,13.8,4,2.74,1714.05,Samsung,Core M m3,3.1,256,1024,SSD,SSD,Nvidia,GeForce GTX 1050
1079,MSI,2 in 1 Convertible,Windows 7,14.8,16,2.01,2703.5,AMD,A6-Series 7310,3.8,1024,1024,SSD,SSD,ARM,Radeon R5 M330
1080,Mediacom,2 in 1 Convertible,Chrome OS,13.2,8,1.35,2206.47,Samsung,A8-Series 7410,4.4,512,512,Hybrid,SSD,Nvidia,GeForce GTX 980 
1081,Toshiba,Notebook,Windows 7,12.3,4,3.42,2493.53,AMD,Core i7 7600U,1.1,128,0,SSD,HDD,Nvidia,GeForce 920MX 
1082,MSI,2 in 1 Convertible,Mac OS X,12.0,8,1.33,2668.9,Intel,A10-Series 9600P,4.0,128,256,SSD,SSD,Nvidia,Quadro M2200M
1083,HP,2 in 1 Convertible,Mac OS X,15.2,32,2.39,791.8,Intel,A10-Series A10-9620P,2.1,1024,1024,Hybrid,HDD,ARM,GeForce 960M
1084,MSI,Gaming,Chrome OS,16.7,32,2.8,1090.2,AMD,Core i7 7700HQ,3.6,256,512,Flash Storage,SSD,Nvidia,Radeon RX 580
