clientes_dia,horas_abierto,publicidad_soles,promociones_activas,empleados_turno,precio_promedio,visitas_redes,productos_vendidos,tiempo_espera_min,ticket_promedio,dia_semana,feriado,clima,zona,evento_especial,turno,tipo_local,sector,método_pago_predominante,competencia_cerca,ventas_soles
137,7.942.556.676.262.590,6.764.520.845.074.200,1,8,3.727.846.182.593.900,165,208,5.137.244.154.273.390,9.685.147.751.420.720,Viernes,Sí,Lluvioso,Comercial,No,Mañana,Restaurante,Tecnología,Efectivo,Baja,6816.65
87,6.399.536.558.216.180,6.434.656.359.362.770,3,9,2.278.798.074.813.240,104,497,27.416.470.743.732.300,18.076.601.192.906.900,Viernes,No,Nublado,Industrial,No,Tarde,Restaurante,Alimentos,Plin,Media,8536.42
38,8.768.655.641.906.440,3.184.138.204.793.210,4,9,15.466.711.953.909.100,341,212,7.911.125.590.759.370,58.986.987.033.522.900,Sábado,No,Nublado,Industrial,No,Mañana,Servicio,Ropa,Efectivo,Media,5275.69
39,7.470.751.382.841.950,40.912.370.196.268.100,3,5,20.430.618.959.789.600,100,472,11.074.385.347.178.500,7.677.744.042.309.080,Viernes,No,Nublado,Industrial,No,Noche,Tienda,Alimentos,Yape,Baja,7436.96
132,531.524.423.263.103,14.779.883.746.527.100,2,4,8.193.408.497.849.090,891,469,8.675.404.961.056.670,773.970.160.090.304,Miércoles,No,Nublado,Residencial,Sí,Mañana,Tienda,Alimentos,Yape,Media,8295.23
159,4.932.664.596.445.570,733.071.679.411.921,4,4,19.929.987.905.209.100,834,435,11.100.746.870.066.400,2.539.130.957.867.110,Martes,No,Nublado,Industrial,No,Mañana,Tienda,Alimentos,Tarjeta,Alta,10693.7
66,837.356.545.657.704,5.286.943.569.517.090,4,9,25.733.399.776.752.700,303,257,56.930.754.128.090.000,9.541.840.480.728,Martes,No,Lluvioso,Industrial,No,Noche,Restaurante,Tecnología,Yape,Media,6838.45
20,11.219.304.266.288.800,7.233.273.507.283.710,4,8,4.799.664.026.513.730,541,265,19.351.448.827.748.700,14.147.031.360.782.700,Jueves,No,Nublado,Industrial,No,Mañana,Restaurante,Tecnología,Yape,Alta,5922.8
109,6.751.661.492.461.480,28.649.634.855.702.900,0,7,1.910.347.637.988.310,622,175,11.795.370.964.456.000,1.924.768.342.923.840,Martes,No,Nublado,Industrial,No,Tarde,Servicio,Otros,Efectivo,Baja,6019.43
161,9.864.000.857.780.980,3.582.163.172.033.120,4,3,4.561.040.926.424.840,908,87,40.761.375.656.137.800,1.526.755.927.509.130,Martes,No,Lluvioso,Industrial,No,Tarde,Servicio,Otros,Plin,Alta,7870.83
83,9.269.290.839.518.130,3.675.045.703.971.080,3,4,15.298.622.412.057.300,958,325,9.627.990.843.304.330,19.146.998.856.305.700,Jueves,Sí,Lluvioso,Industrial,No,Tarde,Servicio,Tecnología,Efectivo,Media,7312.24
57,11.452.439.314.475.800,7.445.528.925.985.530,3,9,13.593.600.399.166.200,912,270,12.260.098.423.766.200,1.177.424.971.060.470,Jueves,No,Soleado,Residencial,No,Tarde,Tienda,Alimentos,Yape,Alta,4975.6
56,10.567.848.138.393.100,37.399.547.918.909.200,2,8,28.354.795.539.447.400,274,374,2.947.540.025.825.470,46.801.540.027.107.400,Jueves,No,Soleado,Industrial,No,Mañana,Restaurante,Tecnología,Plin,Media,4747.06
145,8.532.842.071.243.700,8.131.393.448.421.310,1,1,3.526.301.161.838.320,518,316,9.378.925.940.185.860,11.326.267.864.560.500,Miércoles,No,Soleado,Residencial,No,Tarde,Servicio,Tecnología,Yape,Media,8504.4
158,9.256.243.985.872.850,9.024.335.709.622.510,1,3,6.994.951.286.102.660,897,469,10.651.241.065.761.300,5.142.940.244.451.300,Domingo,No,Nublado,Residencial,Sí,Mañana,Restaurante,Ropa,Yape,Alta,10523.23
119,11.187.091.732.672.200,5.423.073.998.541.310,0,2,14.947.963.927.124.700,152,192,11.451.432.135.464.900,1.552.789.460.187.940,Jueves,No,Lluvioso,Residencial,No,Tarde,Servicio,Alimentos,Efectivo,Media,6426.71
96,7.196.150.276.695.470,48.272.661.045.825.900,4,2,2.550.576.499.255.920,97,55,3.067.332.555.980.820,6.930.551.984.229.410,Miércoles,No,Soleado,Industrial,No,Tarde,Servicio,Tecnología,Plin,Alta,3326.16
22,6.614.357.646.862.210,7.928.338.776.440.170,0,8,19.895.195.119.243.100,786,481,125.516.262.677.112,6.578.880.364.040.440,Miércoles,No,Soleado,Industrial,Sí,Noche,Tienda,Ropa,Efectivo,Media,5293.56
180,4.086.488.669.081.570,8.852.441.207.061.130,2,6,3.706.794.857.067.440,391,135,23.180.799.261.065.700,10.175.536.398.853.900,Miércoles,No,Nublado,Residencial,No,Mañana,Tienda,Otros,Tarjeta,Baja,8515.28
153,10.612.408.593.531.700,6.235.970.275.457.900,2,6,28.002.226.821.859.200,282,269,8.274.168.554.195.300,6.132.397.575.577.230,Domingo,No,Soleado,Residencial,No,Mañana,Restaurante,Ropa,Tarjeta,Baja,6793.4
197,10.407.845.603.226.900,9.475.125.761.997.010,1,4,1.221.615.975.217.550,631,369,7.207.777.746.770.310,5.135.739.916.230.310,Jueves,No,Lluvioso,Industrial,Sí,Mañana,Restaurante,Alimentos,Tarjeta,Alta,10550.24
29,4.835.636.144.801.210,5.147.554.362.536.860,2,1,45.250.942.069.179.000,608,447,4.104.725.039.297.740,752.157.837.570.704,Martes,No,Lluvioso,Comercial,No,Noche,Servicio,Otros,Tarjeta,Alta,4215.46
24,8.614.859.049.061.600,3.748.377.688.959.900,4,7,1.818.075.539.675.110,277,361,5.227.030.380.261.340,3.805.476.407.461.700,Sábado,No,Soleado,Comercial,No,Mañana,Tienda,Otros,Efectivo,Baja,5545.54
170,7.711.853.585.335.090,928.007.513.100.527,3,8,3.790.089.990.339.900,571,429,3.302.100.966.044.620,12.298.324.662.027.400,Sábado,No,Lluvioso,Comercial,No,Noche,Restaurante,Alimentos,Tarjeta,Baja,12108.12
157,4.949.672.764.072.890,731.714.434.545.919,2,2,4.009.621.005.974.340,746,408,6.960.166.727.497.540,5.536.089.326.354.510,Domingo,No,Soleado,Industrial,No,Mañana,Tienda,Otros,Efectivo,Baja,8625.64
191,11.844.545.816.485.700,6.023.536.501.256.320,0,2,48.342.096.511.524.500,641,71,14.971.529.859.878.400,16.803.266.430.215.300,Martes,No,Soleado,Residencial,Sí,Tarde,Restaurante,Otros,Plin,Baja,7214.57
149,57.175.670.997.068.400,5.714.858.982.743.700,4,1,2.743.283.599.358.450,62,162,13.444.813.854.146.100,6.406.600.988.014.620,Domingo,No,Lluvioso,Comercial,No,Noche,Restaurante,Ropa,Plin,Media,5060.71
32,4.537.873.440.724.480,25.835.438.115.081.200,2,4,32.712.598.195.899.400,548,346,3.288.822.690.512.330,50.065.223.897.335.400,Jueves,No,Lluvioso,Residencial,Sí,Noche,Tienda,Otros,Efectivo,Alta,3420.82
187,8.758.779.036.015.270,45.744.305.978.270.000,2,6,2.006.943.320.657.900,494,73,1.340.424.859.038.320,20.782.758.768.492.600,Martes,Sí,Nublado,Industrial,No,Noche,Restaurante,Alimentos,Plin,Alta,5423.49
149,991.093.341.706.426,6.696.508.056.465.810,4,5,35.518.068.203.542.900,875,64,13.090.083.601.876.000,15.058.227.110.413.100,Domingo,No,Nublado,Residencial,Sí,Mañana,Restaurante,Otros,Tarjeta,Baja,7167.95
103,4.259.547.568.377.490,7.407.746.370.378.310,2,4,25.852.256.863.984.300,389,393,7.323.480.900.207.610,10.655.955.325.713.500,Jueves,No,Soleado,Comercial,No,Tarde,Tienda,Ropa,Efectivo,Alta,8208.61
84,9.269.741.109.816.170,5.068.101.577.125.070,3,4,24.694.356.412.599.000,373,376,7.968.159.971.011.290,31.618.769.502.291.700,Domingo,No,Lluvioso,Industrial,No,Noche,Tienda,Tecnología,Yape,Alta,6906.39
82,8.258.335.007.611.630,9.400.107.585.864.640,1,7,43.496.038.810.224.700,645,413,5.226.789.567.482.730,52.053.608.697.327.200,Miércoles,No,Soleado,Residencial,No,Noche,Restaurante,Otros,Plin,Media,9763.54
120,4.826.120.071.000.380,20.629.910.377.317.100,4,7,725.759.795.744.099,647,30,14.956.244.399.657.400,1.997.566.236.913.700,Viernes,Sí,Nublado,Industrial,No,Mañana,Restaurante,Alimentos,Tarjeta,Media,4844.7
92,53.801.910.155.708.900,27.190.141.251.124.100,0,2,4.468.830.925.243.400,206,255,10.390.810.668.263.100,16.314.545.808.888.000,Lunes,No,Soleado,Comercial,No,Mañana,Tienda,Tecnología,Tarjeta,Alta,6599.63
36,8.543.794.378.528.640,3.002.997.734.091.550,2,7,43.343.142.702.285.000,705,328,14.325.316.003.097.700,7.647.520.229.584.190,Domingo,No,Lluvioso,Comercial,No,Tarde,Restaurante,Otros,Yape,Media,6211.78
28,6.370.860.908.106.300,8.592.912.972.443.350,1,2,2.778.648.141.028.050,624,317,6.807.155.821.434.490,11.308.541.781.691.500,Sábado,No,Lluvioso,Comercial,No,Noche,Restaurante,Alimentos,Tarjeta,Baja,3064.7
162,11.506.525.829.210.500,16.689.951.741.080.800,0,4,2.705.912.843.925.320,480,265,13.362.232.112.059.000,8.904.326.019.111.270,Domingo,No,Nublado,Industrial,Sí,Noche,Restaurante,Ropa,Efectivo,Alta,6365.65
171,10.549.921.835.872.400,9.870.324.267.969.530,0,1,21.281.331.561.597.000,604,388,7.275.284.865.038.930,1.691.401.742.616.270,Jueves,No,Soleado,Industrial,No,Noche,Servicio,Tecnología,Plin,Media,7772.39
57,11.868.537.652.109.300,34.945.590.050.842.100,3,5,4.973.782.062.567.800,456,476,13.135.604.209.418.300,15.794.863.175.045.200,Miércoles,No,Soleado,Comercial,No,Noche,Tienda,Ropa,Efectivo,Media,5642.57
182,6.077.366.711.603.310,1.595.360.358.220.960,1,1,10.002.619.973.922.800,207,62,2.832.971.832.928.030,1.462.273.615.124.130,Viernes,No,Lluvioso,Industrial,No,Noche,Servicio,Ropa,Efectivo,Alta,5640.14
113,11.757.789.062.383.800,15.164.169.811.589.200,4,4,31.559.685.603.287.300,234,124,9.915.961.974.759.120,8.767.243.975.421.670,Miércoles,No,Nublado,Industrial,No,Tarde,Servicio,Ropa,Plin,Alta,4539.52
114,7.449.870.958.332.460,7.334.869.692.864.730,1,9,3.567.567.155.505.870,847,234,10.501.849.207.748.000,1.707.204.560.073.190,Lunes,No,Lluvioso,Comercial,No,Noche,Servicio,Alimentos,Tarjeta,Baja,5686.58
68,6.780.150.362.510.030,8.618.402.308.310.080,1,8,470.448.503.697.625,540,138,10.186.389.762.009.900,11.160.042.802.895.000,Sábado,No,Lluvioso,Comercial,Sí,Mañana,Servicio,Alimentos,Yape,Media,5716.01
88,4.402.796.215.754.820,29.410.468.453.304.600,0,6,4.010.915.735.855.420,884,351,7.258.386.652.550.810,22.389.603.488.242.600,Martes,No,Nublado,Residencial,No,Noche,Restaurante,Ropa,Yape,Alta,6013.77
81,4.422.122.062.876.820,6.986.403.671.847.320,3,8,3.397.312.412.651.960,585,59,10.574.825.540.431.100,5.928.719.514.690.740,Martes,No,Lluvioso,Comercial,Sí,Noche,Servicio,Ropa,Tarjeta,Media,4842.56
197,9.536.090.047.573.230,26.193.551.752.308.800,3,5,1.025.655.425.654.550,406,295,4.352.483.411.432.300,9.773.683.885.631.070,Miércoles,No,Soleado,Industrial,No,Noche,Servicio,Alimentos,Efectivo,Media,9342.75
97,7.663.431.955.472.220,10.368.990.625.691.900,1,7,21.818.008.257.416.000,766,52,9.341.880.322.959.200,2.965.535.535.505.140,Lunes,No,Soleado,Residencial,No,Noche,Tienda,Otros,Plin,Media,3698.15
136,5.812.173.008.288.840,14.822.518.979.853.900,1,8,11.247.873.914.659.300,411,126,875.928.894.229.061,11.850.542.664.395.100,Miércoles,No,Soleado,Industrial,No,Noche,Restaurante,Tecnología,Plin,Media,5672.18
139,8.911.762.450.601.860,45.993.271.385.526.000,2,7,44.654.572.960.948.100,273,68,5.456.753.309.825.970,32.907.950.719.846.200,Martes,No,Lluvioso,Residencial,No,Tarde,Restaurante,Alimentos,Efectivo,Alta,5397.36
156,6.022.864.946.000.880,26.842.245.231.855.000,0,4,3.873.295.200.036.390,662,202,11.904.093.325.737.200,4.809.655.524.200.720,Miércoles,No,Nublado,Industrial,No,Mañana,Tienda,Otros,Tarjeta,Alta,6738.28
181,8.621.054.034.755.380,5.401.485.845.991.520,4,5,3.908.915.540.587.530,253,277,21.322.089.164.215.300,17.985.689.565.426.300,Viernes,No,Nublado,Residencial,No,Tarde,Restaurante,Alimentos,Tarjeta,Baja,10463.73
95,6.873.669.975.861.520,2.908.190.655.943.300,4,6,34.351.543.299.809.400,57,408,34.001.552.580.889.800,19.996.435.372.783.400,Lunes,No,Nublado,Residencial,No,Mañana,Restaurante,Alimentos,Efectivo,Alta,7148.21
54,10.588.417.812.894.500,9.435.104.360.478.000,3,6,27.816.959.162.151.900,521,442,7.596.100.554.672.120,11.454.813.536.887.000,Martes,No,Nublado,Industrial,No,Mañana,Tienda,Tecnología,Tarjeta,Media,7260.94
20,10.565.569.286.134.200,9.106.467.695.299.510,0,9,11.748.697.675.857.300,221,443,1.348.431.377.095.130,12.773.323.592.503.500,Sábado,No,Nublado,Residencial,No,Mañana,Restaurante,Alimentos,Yape,Baja,7454.06
59,7.818.803.184.979.210,5.884.657.997.599.420,3,2,19.836.269.901.727.300,769,191,9.052.233.763.391.260,16.151.191.791.602.100,Sábado,No,Lluvioso,Industrial,Sí,Noche,Servicio,Otros,Yape,Alta,4903.78
83,6.806.552.874.680.120,38.670.279.238.801.600,4,6,11.161.210.661.460.000,145,209,12.788.935.913.148.700,14.226.650.427.877.600,Miércoles,No,Nublado,Industrial,No,Tarde,Servicio,Alimentos,Plin,Alta,6368.92
169,6.900.478.372.472.750,4.120.895.379.329.980,1,3,3.762.109.142.835.540,723,132,8.245.976.068.066.300,4.466.864.348.439.610,Lunes,No,Soleado,Residencial,No,Mañana,Servicio,Tecnología,Tarjeta,Baja,5641.69
79,10.445.716.205.345.700,4.412.596.689.872.720,0,2,12.210.294.920.990.200,852,238,11.996.383.560.553.200,8.821.758.966.230.440,Miércoles,No,Lluvioso,Comercial,No,Mañana,Tienda,Alimentos,Efectivo,Alta,6322.11
83,6.625.435.862.380.890,7.412.003.560.281.960,0,6,3.659.510.975.772.580,657,51,5.561.163.526.438.750,1.116.721.385.925.960,Martes,No,Soleado,Comercial,No,Noche,Restaurante,Ropa,Yape,Alta,4059.95
112,5.672.474.989.654.760,47.905.704.574.289.600,2,4,3.615.149.253.181.570,355,34,12.411.992.440.626.900,7.834.527.850.787.450,Lunes,No,Nublado,Comercial,Sí,Noche,Restaurante,Tecnología,Plin,Alta,3792.47
91,4.677.506.735.002.450,8.638.934.491.806.020,1,5,25.668.701.554.608,706,168,6.623.604.987.920.760,43.460.172.253.981.000,Martes,No,Nublado,Industrial,Sí,Tarde,Restaurante,Alimentos,Tarjeta,Media,6771.81
30,7.733.544.967.075.260,9.468.900.466.338.460,1,5,11.085.289.435.312.300,307,243,8.823.636.259.765.980,14.986.153.537.166.000,Viernes,No,Soleado,Industrial,Sí,Mañana,Restaurante,Ropa,Efectivo,Baja,6019.64
124,7.857.056.791.358.730,36.914.884.570.998.700,3,3,1.916.603.717.603.160,523,189,34.623.408.814.222.500,4.778.081.696.507.790,Viernes,No,Soleado,Comercial,No,Mañana,Tienda,Ropa,Tarjeta,Baja,8011.63
33,10.727.269.683.223.200,5.826.597.573.068.960,0,4,19.404.189.908.399.800,999,437,13.886.062.337.477.700,5.949.232.645.334.270,Sábado,No,Lluvioso,Industrial,No,Mañana,Restaurante,Tecnología,Plin,Media,7021.01
79,5.769.909.571.568.510,14.030.370.999.093.600,3,3,36.517.330.991.448.200,349,424,1.082.042.767.212.180,6.443.872.687.440.210,Jueves,No,Nublado,Comercial,No,Tarde,Tienda,Tecnología,Tarjeta,Baja,7916.6
49,7.047.930.189.347.190,24.044.559.537.804.100,1,7,10.118.435.873.617.500,514,168,13.023.967.468.091.300,4.073.805.379.043.380,Lunes,No,Nublado,Industrial,No,Noche,Servicio,Alimentos,Tarjeta,Alta,3261.27
54,10.467.245.911.149.500,4.427.924.783.746.520,2,1,42.308.089.079.724.000,663,174,3.910.080.700.176.050,17.141.480.836.911.300,Viernes,No,Nublado,Industrial,No,Noche,Tienda,Otros,Plin,Media,5899.19
184,10.588.988.885.991.700,2.458.925.801.066.890,0,6,3.924.532.805.836.610,738,189,19.475.809.737.693.100,12.601.710.058.429.200,Jueves,No,Soleado,Industrial,Sí,Tarde,Restaurante,Tecnología,Tarjeta,Media,8060.46
24,7.076.888.607.830.140,8.827.324.662.492.810,1,4,13.383.811.317.842.300,947,112,5.720.929.686.354.200,16.860.214.469.850.600,Sábado,No,Nublado,Comercial,No,Noche,Tienda,Alimentos,Tarjeta,Media,1821.22
102,7.672.992.186.293.440,20.037.194.325.614.300,2,1,37.362.397.180.050.000,377,184,8.233.595.473.369.040,10.380.856.956.673.000,Lunes,No,Lluvioso,Residencial,No,Mañana,Restaurante,Ropa,Efectivo,Baja,5452.27
142,6.426.287.126.794.260,48.287.778.047.543.700,4,1,3.508.309.316.605.190,159,317,12.233.178.361.426.400,10.871.697.762.293.900,Martes,No,Lluvioso,Industrial,No,Mañana,Tienda,Ropa,Yape,Media,8196.45
97,11.460.439.027.354.400,6.254.142.784.368.810,1,5,3.866.543.600.499.160,759,346,6.568.169.817.085.230,12.706.747.972.552.900,Miércoles,No,Soleado,Industrial,No,Tarde,Restaurante,Alimentos,Efectivo,Media,6578.29
173,49.491.501.259.326.400,7.072.707.127.528.020,4,5,13.501.784.995.191.200,954,310,4.779.416.548.614.810,8.047.471.334.683.330,Miércoles,No,Soleado,Comercial,No,Noche,Servicio,Tecnología,Plin,Media,9668.94
81,1.146.999.538.401.170,4.139.159.012.401.810,3,7,12.091.564.497.041.000,178,93,6.215.631.573.815.320,10.435.097.801.790.900,Martes,No,Lluvioso,Comercial,No,Tarde,Servicio,Alimentos,Yape,Baja,4722.37
151,9.470.931.614.682.740,8.756.441.152.884.920,4,4,1.564.177.936.652.390,920,221,1.085.050.374.645.610,11.391.387.452.285.900,Viernes,No,Soleado,Industrial,No,Tarde,Tienda,Alimentos,Tarjeta,Baja,9098.41
108,825.257.722.149.385,5.899.031.935.240.290,1,9,21.464.226.641.703.900,186,185,5.707.053.357.314.230,1.911.730.628.736.770,Miércoles,No,Soleado,Industrial,Sí,Noche,Servicio,Tecnología,Tarjeta,Baja,7483.69
61,4.261.272.486.275.960,4.675.323.914.251.740,4,4,40.714.924.146.611.000,959,453,14.708.318.768.971.900,17.775.254.504.666.000,Martes,No,Nublado,Residencial,No,Tarde,Restaurante,Otros,Plin,Media,7470.1
108,7.804.769.534.576.060,11.387.860.234.943.400,0,7,3.820.657.718.654.820,588,120,3.449.707.242.090.350,3.455.671.102.015.930,Jueves,No,Lluvioso,Industrial,No,Mañana,Servicio,Otros,Efectivo,Alta,3440.06
165,7.261.984.840.021.850,49.145.499.502.290.600,1,5,46.645.321.652.533.900,698,171,11.543.345.744.876.000,17.843.668.690.578.200,Jueves,No,Nublado,Industrial,No,Tarde,Servicio,Otros,Efectivo,Baja,4657.83
59,52.897.504.958.009.800,8.296.990.487.749.430,2,5,7.638.330.159.437.690,213,71,9.248.290.573.353.920,13.926.345.083.405.400,Martes,No,Lluvioso,Industrial,Sí,Mañana,Servicio,Alimentos,Yape,Alta,5509.06
91,9.251.276.828.005.250,6.338.139.673.102.490,4,6,5.520.032.645.638.350,398,278,4.263.338.402.191.580,19.347.746.662.526.700,Lunes,No,Nublado,Residencial,No,Mañana,Servicio,Tecnología,Tarjeta,Alta,7043.41
58,11.769.207.258.946.200,8.405.543.310.426.620,0,8,3.646.124.733.653.590,512,324,115.505.909.199.695,21.466.702.341.005.000,Viernes,Sí,Lluvioso,Industrial,No,Tarde,Restaurante,Otros,Efectivo,Baja,6040.36
123,8.497.510.488.516.200,5.193.110.870.693.400,3,5,17.567.937.310.737.400,917,287,7.265.562.947.809.910,40.260.045.400.387.100,Viernes,No,Lluvioso,Residencial,No,Mañana,Servicio,Tecnología,Tarjeta,Baja,7736.56
33,9.718.026.211.551.560,16.253.861.983.975.700,3,3,2.003.355.029.902.170,692,366,10.553.575.857.602.200,7.682.434.726.467.940,Martes,No,Lluvioso,Comercial,No,Tarde,Servicio,Otros,Tarjeta,Alta,4768.12
51,4.547.603.620.528.130,62.957.853.544.087.000,4,6,2.960.609.116.615.300,553,30,1.027.160.143.230.490,926.492.612.517.297,Miércoles,No,Soleado,Industrial,No,Tarde,Tienda,Ropa,Tarjeta,Baja,378.01
198,7.341.335.966.535.950,33.805.856.938.266.100,3,2,9.608.590.540.705.930,934,138,25.490.080.654.729.200,10.868.182.659.574.200,Sábado,No,Nublado,Industrial,No,Noche,Restaurante,Ropa,Yape,Alta,8586.17
144,4.930.867.881.315.960,7.130.909.479.229.020,2,8,33.921.248.744.662.200,200,445,12.759.762.348.064.400,198.534.756.664.713,Viernes,No,Soleado,Industrial,No,Tarde,Tienda,Tecnología,Plin,Alta,11495.09
185,8.902.366.684.292.080,8.007.469.087.446.090,1,8,19.631.635.080.401.700,939,496,10.540.648.689.296.400,8.319.422.339.529.640,Viernes,No,Soleado,Industrial,No,Mañana,Tienda,Otros,Tarjeta,Media,11186.38
116,11.507.857.265.713.200,33.096.519.288.931.200,0,3,3.347.218.059.354.460,295,154,11.928.213.976.913.300,561.230.883.387.545,Jueves,No,Lluvioso,Residencial,No,Tarde,Tienda,Tecnología,Plin,Alta,4879.06
42,9.294.221.859.773.100,5.208.712.248.390.840,4,8,4.253.031.108.830.230,159,93,7.268.721.689.496.960,11.929.795.763.109.800,Jueves,No,Lluvioso,Comercial,Sí,Tarde,Servicio,Tecnología,Plin,Media,3341.27
82,4.614.424.386.515.370,45.006.295.921.237.700,3,9,12.700.010.000.184.300,634,235,3.730.864.103.839.150,5.087.868.099.533.090,Jueves,No,Soleado,Comercial,No,Noche,Servicio,Tecnología,Yape,Media,8007.53
162,6.837.329.639.880.660,4.399.966.451.338.560,1,5,4.688.928.918.115.340,847,444,5.566.989.332.462.640,1.887.032.520.404.580,Sábado,No,Soleado,Residencial,No,Noche,Tienda,Alimentos,Efectivo,Baja,11559.25
172,8.405.307.035.526.810,269.781.277.540.143,2,5,2.888.096.634.780.990,324,471,13.620.569.197.519.500,5.925.831.738.865.810,Viernes,No,Soleado,Residencial,No,Mañana,Restaurante,Otros,Plin,Baja,8797.75
164,7.225.662.049.066.010,17.955.254.977.798.500,3,6,46.531.749.432.828.500,919,367,14.132.260.425.919.900,1.980.874.857.741.210,Viernes,No,Lluvioso,Residencial,Sí,Mañana,Restaurante,Otros,Plin,Alta,9648.18
72,10.669.152.083.801.300,23.685.413.031.965.200,3,7,14.347.853.699.080.000,116,273,7.746.129.579.382.020,8.954.695.617.236.060,Sábado,No,Lluvioso,Residencial,No,Mañana,Tienda,Tecnología,Plin,Baja,4888.63
123,10.517.368.037.679.900,1.025.657.678.051.780,0,3,3.220.531.990.719.060,99,107,5.183.138.052.091.510,16.441.034.139.911.200,Domingo,Sí,Lluvioso,Industrial,No,Mañana,Restaurante,Ropa,Efectivo,Baja,4348.88
123,889.464.816.082.577,2.382.242.047.323.980,2,5,23.174.920.279.562.200,865,140,11.224.355.737.518.900,1.331.732.617.586.960,Viernes,No,Nublado,Industrial,No,Noche,Tienda,Tecnología,Tarjeta,Baja,5074.11
198,6.987.663.561.061.640,58.740.852.744.110.400,2,1,3.983.999.860.202.050,564,171,1.172.390.214.372.780,18.736.389.314.449.900,Miércoles,No,Soleado,Residencial,No,Tarde,Servicio,Ropa,Tarjeta,Baja,6670.87
58,6.042.690.990.105.950,6.458.954.806.041.790,4,5,3.226.590.244.459.830,275,245,12.416.528.163.696.800,12.883.112.105.265.000,Miércoles,No,Soleado,Industrial,Sí,Noche,Servicio,Otros,Yape,Alta,3993.05
198,48.469.945.457.050.300,3.505.566.370.182.980,0,4,2.725.319.556.312.430,627,482,1.435.173.350.114.940,12.043.141.609.395.100,Miércoles,No,Nublado,Industrial,No,Noche,Servicio,Otros,Tarjeta,Media,12552.68
153,6.839.181.467.892.430,9.744.874.758.555.630,4,1,4.608.434.328.939.530,555,45,1.136.274.213.552.860,13.404.196.446.801.700,Domingo,No,Soleado,Comercial,No,Noche,Restaurante,Tecnología,Tarjeta,Media,6821.36
86,7.305.380.137.661.750,23.403.119.823.748.200,0,7,21.970.267.887.725.600,204,482,6.000.178.795.945.930,15.942.845.110.746.300,Lunes,No,Soleado,Industrial,No,Tarde,Tienda,Alimentos,Tarjeta,Media,10072.06
154,9.406.583.400.832.580,37.853.714.179.411.400,2,1,14.899.109.220.418.100,923,83,31.349.526.488.711.300,18.077.991.011.625.300,Viernes,Sí,Soleado,Comercial,No,Tarde,Restaurante,Otros,Yape,Baja,6008.71
198,9.265.278.594.380.580,38.994.910.070.945.600,0,8,3.236.455.340.834.410,529,170,12.269.746.019.197.600,60.694.831.018.333.300,Sábado,Sí,Nublado,Industrial,No,Noche,Restaurante,Otros,Yape,Baja,6257.26
61,4.560.865.117.130.050,5.802.892.125.933.750,0,2,3.308.127.967.277.660,160,409,8.459.813.950.100.990,4.816.854.745.722.090,Viernes,No,Nublado,Comercial,No,Tarde,Servicio,Otros,Tarjeta,Alta,6745.3
34,7.162.074.523.449.260,847.247.555.387.486,0,5,24.759.257.970.734.300,532,365,1.255.487.376.906.510,16.526.442.176.536.100,Sábado,No,Soleado,Comercial,No,Noche,Restaurante,Alimentos,Tarjeta,Media,5987.21
130,5.454.230.937.738.890,8.039.473.713.710.840,1,6,26.897.451.966.022.200,857,108,3.476.783.074.417.890,8.031.504.857.828.400,Domingo,No,Lluvioso,Comercial,Sí,Noche,Tienda,Otros,Plin,Alta,5052.86
176,52.545.016.425.344.400,9.431.708.429.927.790,1,9,481.799.036.434.955,942,444,9.781.117.924.065.580,1.707.751.543.392.290,Martes,No,Soleado,Comercial,No,Mañana,Restaurante,Tecnología,Efectivo,Media,12764.56
52,10.618.417.197.897.900,8.974.706.335.389.390,2,7,37.970.856.112.856.000,817,482,9.122.409.271.693.820,23.272.911.441.008.400,Martes,No,Soleado,Residencial,No,Noche,Servicio,Ropa,Yape,Alta,6563.28
174,433.532.173.373.006,5.587.458.202.816.650,0,6,9.977.078.816.715.960,323,178,5.765.296.211.749.750,11.231.881.452.803.600,Lunes,No,Lluvioso,Industrial,No,Noche,Restaurante,Otros,Efectivo,Alta,8822.45
183,7.353.463.007.216.970,5.664.157.961.657.270,2,5,14.545.853.189.177.400,204,156,8.239.138.207.808.660,14.200.984.088.390.200,Martes,No,Soleado,Residencial,Sí,Noche,Tienda,Otros,Tarjeta,Alta,8580.76
176,53.456.292.461.321.400,6.710.890.268.083.480,1,6,4.890.094.854.960.010,700,187,924.638.551.974.606,16.900.207.629.300.100,Miércoles,No,Soleado,Industrial,No,Mañana,Restaurante,Alimentos,Tarjeta,Media,8530.68
57,11.034.641.725.427.700,41.769.751.133.814.200,0,4,3.769.094.992.070.890,216,308,134.528.292.635.015,12.085.176.117.534.400,Lunes,No,Nublado,Residencial,No,Tarde,Tienda,Ropa,Tarjeta,Baja,3985.19
116,8.456.324.106.200.280,6.648.611.692.279.620,4,1,4.617.703.067.650.930,68,67,17.789.373.865.865.700,4.540.080.193.666.100,Lunes,No,Soleado,Industrial,No,Mañana,Tienda,Ropa,Tarjeta,Media,5903.4
174,5.851.045.091.014.780,9.252.996.925.406.250,1,9,18.673.765.879.492.400,394,186,12.527.234.135.546.600,19.326.188.906.146.200,Lunes,No,Lluvioso,Residencial,No,Tarde,Servicio,Alimentos,Yape,Baja,8372.92
