clientes_dia,horas_abierto,publicidad_soles,promociones_activas,empleados_turno,precio_promedio,visitas_redes,productos_vendidos,tiempo_espera_min,ticket_promedio,dia_semana,feriado,clima,zona,evento_especial,turno,tipo_local,sector,método_pago_predominante,competencia_cerca,ventas_soles
82,11.907367951707847,144.02019223827148,2,7,47.07034018329083,325,474,2.88939015016632,174.25828995387357,Martes,No,Nublado,Comercial,No,Mañana,Restaurante,Ropa,Plin,Baja,9401.26
151,11.81823946053158,307.81232532560534,2,4,49.50959065426938,926,257,5.030142597915108,36.45455524717129,Sábado,No,Lluvioso,Industrial,No,Mañana,Tienda,Alimentos,Efectivo,Alta,7329.64
148,10.350544831264317,862.3539508975681,2,1,24.502037447071487,739,367,9.721795351403182,170.69927016289756,Sábado,No,Soleado,Residencial,No,Mañana,Restaurante,Tecnología,Plin,Baja,10232.68
27,9.27538369665598,379.1458227247338,0,6,31.767138017319706,393,302,12.569720936344002,14.538417239230885,Lunes,No,Lluvioso,Industrial,No,Noche,Restaurante,Ropa,Yape,Alta,3676.92
176,8.622456402008677,974.393082038453,3,6,39.9752834000746,480,275,8.044355598772245,153.10807682209128,Viernes,Sí,Nublado,Industrial,No,Mañana,Servicio,Tecnología,Yape,Media,9706.71
74,10.928812363022677,980.7476180351667,2,6,38.13754055225201,608,466,2.4349254290631963,118.93917458161988,Domingo,No,Nublado,Comercial,Sí,Noche,Tienda,Alimentos,Yape,Alta,9494.99
122,6.3155161729559035,304.8622194308789,1,2,48.55042363700522,761,419,4.490408129755263,142.37742191191575,Jueves,No,Soleado,Comercial,Sí,Mañana,Tienda,Tecnología,Yape,Baja,8115.2
150,7.741449699879016,88.92931113739593,1,1,10.169739098545502,612,68,5.832014871453733,88.34545988890247,Viernes,No,Lluvioso,Industrial,No,Tarde,Servicio,Tecnología,Plin,Media,4522.55
51,8.955119754932015,719.8101199951102,1,3,31.132618976426258,488,438,9.905907551954373,174.243813919511,Jueves,No,Soleado,Residencial,No,Mañana,Servicio,Otros,Plin,Alta,6520.79
29,7.289523806955929,478.4371775159265,4,2,36.13691388528915,511,199,4.453007255063453,69.49831458656452,Lunes,No,Soleado,Comercial,Sí,Noche,Tienda,Ropa,Tarjeta,Alta,4349.15
129,7.419891632722144,145.71520176159748,3,6,45.054429088445154,856,455,4.274997497154486,62.24150418772021,Domingo,No,Soleado,Comercial,No,Noche,Restaurante,Tecnología,Plin,Alta,10755.92
181,6.642277340016675,722.1466780291406,0,6,44.33493324731678,319,344,5.006826160696719,67.33262269209006,Domingo,No,Nublado,Residencial,Sí,Tarde,Tienda,Tecnología,Yape,Baja,10336.72
143,8.513854533476287,79.61616365632517,0,5,49.00999071025805,758,131,9.295406622349685,157.12913014009098,Domingo,No,Lluvioso,Comercial,No,Tarde,Servicio,Ropa,Plin,Media,5657.55
106,10.804596224120928,876.68685596763,3,5,28.043530427195556,480,323,7.8968239751903395,104.10542895663535,Sábado,Sí,Nublado,Industrial,No,Noche,Tienda,Ropa,Efectivo,Alta,9256.41
74,5.612227024050503,181.71990265763853,4,9,42.384239006595195,70,444,12.782903346234171,112.04621191228784,Miércoles,No,Nublado,Comercial,Sí,Mañana,Restaurante,Alimentos,Efectivo,Baja,7509.5
51,11.475464310027531,170.94628480938877,3,5,24.227676865729745,192,272,10.77105240178638,168.0145294976825,Sábado,No,Nublado,Residencial,No,Tarde,Tienda,Ropa,Efectivo,Media,5923.14
197,9.512701229985836,216.8886830701553,4,6,24.004124503521453,809,186,10.335506207388628,168.33945494015623,Jueves,No,Soleado,Industrial,Sí,Tarde,Tienda,Tecnología,Yape,Alta,8755.4
154,10.586185701440241,962.2530405674632,2,4,16.400676401278655,917,389,3.1651008680645907,40.73023986800442,Jueves,No,Nublado,Residencial,No,Mañana,Restaurante,Otros,Efectivo,Media,8215.97
112,8.449525541040092,708.5108922411537,2,1,41.82067791586534,402,294,1.7731891805706004,114.45585784878024,Lunes,Sí,Nublado,Residencial,No,Noche,Restaurante,Alimentos,Tarjeta,Baja,7566.64
27,10.236133611392507,811.3029586904548,4,4,49.3616797616082,514,286,8.139984103829802,33.94345922242262,Lunes,No,Nublado,Residencial,No,Tarde,Restaurante,Ropa,Efectivo,Media,7217.91
84,4.129603178715738,427.75323644611535,3,2,16.535377775626607,517,493,2.002983315201506,175.02040952700398,Martes,Sí,Nublado,Residencial,No,Tarde,Restaurante,Ropa,Yape,Media,8224.62
76,10.547043398236282,369.49709112970777,2,3,7.525921460948254,562,387,6.09625082296871,169.0310833985322,Sábado,No,Nublado,Comercial,No,Noche,Servicio,Ropa,Tarjeta,Media,8837.84
86,4.321110872682932,272.7598064440115,3,7,41.69940968385533,513,372,1.3655728770622404,171.37628306201515,Sábado,No,Nublado,Comercial,No,Mañana,Tienda,Alimentos,Efectivo,Alta,8900.28
91,11.1193070109029,506.6156268967885,2,7,32.910352364064025,926,152,3.4753256728179167,143.9231150721937,Lunes,No,Lluvioso,Comercial,No,Mañana,Tienda,Alimentos,Plin,Alta,5431.55
73,11.935701977909147,574.23729685746,3,1,48.1864460247952,899,485,2.5451501616491825,98.7066881480667,Viernes,No,Soleado,Comercial,No,Tarde,Tienda,Ropa,Plin,Alta,8228.03
86,6.3525396974142225,650.1861014701176,3,8,16.350764858462853,443,76,12.213790055662246,86.89703300546422,Jueves,No,Nublado,Industrial,No,Noche,Tienda,Alimentos,Yape,Alta,3671.14
70,5.682548450286349,294.2625787987598,1,7,8.196244610057649,968,361,5.8457661359261515,85.09266714358589,Domingo,No,Soleado,Comercial,No,Mañana,Tienda,Otros,Yape,Alta,7624.98
116,10.122906910864327,951.221376857841,4,1,27.15990173899257,835,39,2.1038512558079527,22.58042983566457,Miércoles,No,Lluvioso,Residencial,Sí,Noche,Servicio,Tecnología,Yape,Alta,4039.4
111,6.024210727362026,211.27057329677905,0,8,8.845971033431637,802,173,4.71672286355551,190.28535442825708,Lunes,No,Lluvioso,Industrial,No,Tarde,Servicio,Otros,Tarjeta,Alta,6840.44
27,10.924499065377628,967.3705160280917,4,2,16.780550049621837,107,460,10.55931320497873,95.55237477745901,Domingo,Sí,Soleado,Comercial,No,Mañana,Tienda,Tecnología,Yape,Baja,8964.25
181,4.822740737259814,64.1133163821286,3,8,10.669003736862573,175,328,11.438893810412976,186.72183086289206,Jueves,No,Lluvioso,Comercial,No,Noche,Tienda,Alimentos,Efectivo,Baja,8636.03
54,5.007641571034866,507.0694072260033,3,3,15.085948084703542,890,181,2.678111817893299,177.05893244072809,Miércoles,No,Nublado,Industrial,No,Noche,Tienda,Ropa,Efectivo,Media,5537.44
115,11.833212440804925,366.69944621073466,4,7,9.776509376962633,927,165,11.899930159075069,167.43597368048276,Martes,No,Lluvioso,Comercial,Sí,Tarde,Servicio,Alimentos,Plin,Media,4782.07
107,9.390711186160036,476.66724323373825,3,6,47.92576997422784,510,104,6.187828215039093,121.77868811785712,Viernes,No,Nublado,Residencial,No,Mañana,Tienda,Otros,Plin,Baja,5591.55
97,10.775097795431623,592.1313500317495,2,5,17.535322105238095,101,390,10.511357365090046,29.29561833062171,Martes,No,Soleado,Residencial,No,Tarde,Restaurante,Otros,Efectivo,Baja,6501.17
51,6.594635018812144,463.8097001120736,3,2,24.975391369665445,784,55,10.401109050157217,71.54317541479188,Lunes,No,Soleado,Residencial,Sí,Tarde,Servicio,Alimentos,Plin,Media,3023.14
139,9.411869996164835,444.1045077865152,4,2,45.43753134354,863,36,12.11029809508695,124.68137976435374,Viernes,No,Soleado,Residencial,No,Mañana,Restaurante,Ropa,Yape,Baja,4443.5
65,8.753934618468778,746.0872446426412,4,1,35.479471458266346,924,108,10.760558924326647,12.556603598787508,Martes,No,Soleado,Comercial,No,Noche,Restaurante,Ropa,Yape,Baja,2718.23
163,8.825200960983576,701.5824613321414,4,9,32.81168662527985,318,44,1.544156993415003,18.099873597014543,Jueves,No,Soleado,Residencial,No,Noche,Restaurante,Tecnología,Efectivo,Baja,6603.19
184,9.460259676301773,841.6077179340555,1,8,36.750343566237675,145,461,8.272735552453677,138.7560426181098,Lunes,Sí,Soleado,Comercial,No,Noche,Servicio,Otros,Tarjeta,Media,9040.51
161,8.602873385032789,287.4610321775208,1,8,42.29700156974218,322,416,3.326536428593606,178.7585417853508,Sábado,No,Nublado,Comercial,No,Mañana,Restaurante,Tecnología,Tarjeta,Media,9228.88
74,7.432498954421328,629.0520842663605,1,1,44.49511705332924,372,429,14.579503524897662,172.48099457140867,Martes,No,Soleado,Comercial,No,Tarde,Tienda,Alimentos,Tarjeta,Alta,9827.88
195,6.207381555044375,605.9350461232111,1,5,33.91878517992619,622,236,4.581683539155369,41.947602530708295,Viernes,Sí,Lluvioso,Comercial,No,Noche,Tienda,Tecnología,Plin,Media,8534.86
26,10.148650647305615,401.25092032905434,1,6,45.0503273612326,882,118,6.881502917769124,183.1343559925448,Viernes,No,Nublado,Industrial,No,Noche,Restaurante,Ropa,Tarjeta,Alta,3267.03
93,5.81017944002549,511.7546648075469,1,2,29.09288873414646,742,126,3.7538301248281236,142.29741812374144,Sábado,No,Nublado,Industrial,Sí,Mañana,Servicio,Otros,Yape,Baja,5589.02
26,9.538834449235313,348.0930361404423,1,5,17.478088532079056,182,427,2.884247873451485,146.1019313218799,Domingo,No,Nublado,Industrial,No,Mañana,Tienda,Ropa,Tarjeta,Alta,7727.65
180,5.866662581194613,184.75217773613593,4,6,44.603451899773,977,245,9.413014408451943,67.76782814010883,Miércoles,No,Nublado,Residencial,Sí,Tarde,Servicio,Tecnología,Efectivo,Baja,9605.38
170,9.002641359635632,253.11115012959618,0,9,29.36627723358892,138,488,7.904515082381289,146.0393873799255,Viernes,No,Soleado,Comercial,No,Tarde,Tienda,Alimentos,Plin,Alta,10795.73
104,9.97662613703223,150.23796408114103,1,1,45.776191440525544,734,288,6.2452362774425785,144.85673274093952,Viernes,No,Soleado,Comercial,No,Noche,Servicio,Tecnología,Yape,Baja,6167.75
166,5.749711111252314,698.9160964306179,4,3,6.807551627776155,873,358,2.195866310121354,122.98644986649279,Domingo,No,Soleado,Residencial,No,Noche,Tienda,Ropa,Yape,Media,10245.65
131,4.479546406890466,677.6910234536939,0,9,22.888208819355597,54,483,11.303431105359952,77.88479661921828,Lunes,No,Lluvioso,Industrial,Sí,Mañana,Restaurante,Otros,Efectivo,Alta,10022.16
144,5.047789943953393,953.0760530008791,1,1,47.65122582631107,406,316,1.0819881705778647,164.09274316014256,Viernes,Sí,Soleado,Comercial,No,Tarde,Restaurante,Tecnología,Plin,Alta,9047.03
166,8.847975738168204,743.1944929648793,0,1,16.234254174123624,392,404,7.407262236610457,188.1284082162511,Miércoles,No,Soleado,Residencial,No,Noche,Restaurante,Otros,Efectivo,Baja,10695.35
55,10.795571249805885,99.44354681832488,0,1,47.36913107173217,253,493,9.856007731134678,175.2788007551293,Viernes,No,Lluvioso,Industrial,No,Mañana,Servicio,Otros,Tarjeta,Baja,7643.01
48,4.359974569883395,890.0329152325065,2,7,47.92561075081625,723,104,7.029951698530856,56.16604690048103,Miércoles,No,Soleado,Residencial,No,Tarde,Restaurante,Tecnología,Plin,Media,4461.77
101,9.873210072333169,869.5414047984394,3,5,44.69640414016374,622,271,2.7669257747567184,94.67802751943465,Domingo,No,Soleado,Residencial,No,Tarde,Servicio,Ropa,Plin,Alta,10023.94
21,6.730549167600417,471.1543047340637,2,6,30.36506202919844,520,46,11.89549840659049,75.05872693588309,Jueves,No,Nublado,Comercial,No,Tarde,Tienda,Alimentos,Yape,Media,4176.44
148,7.82822695935618,606.5698980015254,0,8,34.11227520862873,513,206,5.535215332250704,144.42111453982653,Miércoles,No,Soleado,Industrial,No,Mañana,Tienda,Ropa,Tarjeta,Media,8588.56
66,11.430876398764525,977.2744158488929,4,2,44.132764930244115,546,288,2.8865777165470625,167.98316415749122,Lunes,No,Lluvioso,Industrial,No,Tarde,Servicio,Tecnología,Tarjeta,Media,8327.52
167,6.655772037886764,555.689145655758,1,2,39.9153687075133,751,152,8.703721406449652,51.001265163499056,Martes,Sí,Nublado,Comercial,No,Mañana,Restaurante,Otros,Yape,Baja,6031.65
30,7.722695471515888,910.0557369572853,3,3,33.35422322549352,886,496,1.2684018058962132,189.9823517169861,Sábado,No,Lluvioso,Industrial,No,Mañana,Servicio,Ropa,Efectivo,Media,8529.36
149,4.109459318085449,128.88681991967712,1,3,49.20167335418162,112,340,5.536891670429222,138.69253532691798,Martes,No,Lluvioso,Residencial,Sí,Mañana,Servicio,Alimentos,Yape,Media,8923.35
138,4.652789760038707,231.4992752732487,4,3,35.85544863501624,605,140,11.508993174307614,51.50509559960542,Jueves,No,Soleado,Residencial,No,Tarde,Servicio,Otros,Efectivo,Baja,6852.08
159,6.068732729078272,468.71719626925193,3,4,48.89668966014925,288,285,13.777958611098441,80.50797614841107,Lunes,No,Nublado,Residencial,Sí,Noche,Tienda,Alimentos,Efectivo,Baja,6845.01
39,4.222817926568595,605.5189679204394,2,3,7.582481357319083,589,263,9.284184432166832,29.87530303074429,Jueves,No,Soleado,Comercial,Sí,Noche,Tienda,Otros,Plin,Media,4038.74
24,9.051002608386007,825.4164592696602,0,2,11.253216683399561,247,485,4.046562195561946,123.44310715562563,Jueves,No,Nublado,Industrial,No,Mañana,Tienda,Alimentos,Tarjeta,Alta,7500.19
56,7.41118685441298,988.8490093860275,4,9,25.315648070022075,830,385,4.08000210999805,42.14638933059857,Viernes,No,Nublado,Comercial,No,Mañana,Restaurante,Alimentos,Tarjeta,Alta,9443.46
185,8.385161621824176,419.4089216504106,0,6,22.319575739794182,732,69,9.454203298973564,141.68708825097787,Viernes,No,Nublado,Comercial,No,Noche,Tienda,Tecnología,Tarjeta,Baja,6975.14
156,5.397177487170636,95.04485433308068,0,3,40.22306786106625,79,151,6.694663895742216,150.07688121268444,Lunes,No,Lluvioso,Comercial,No,Tarde,Tienda,Tecnología,Yape,Media,7538.87
72,6.367456235492929,811.1129281305585,1,9,12.227631191114169,715,479,3.4817001828626495,101.07361548145202,Martes,No,Soleado,Comercial,No,Noche,Servicio,Otros,Yape,Alta,9036.68
191,9.3105957988218,624.1616831286677,4,4,48.92428306001698,258,244,12.023558555432086,27.825186517395206,Miércoles,No,Nublado,Industrial,No,Noche,Restaurante,Tecnología,Efectivo,Alta,9097.6
118,11.7224217890432,238.61571592479157,0,4,19.17796438674113,112,325,3.803402511017228,126.06590609459474,Viernes,No,Nublado,Residencial,No,Tarde,Servicio,Tecnología,Efectivo,Media,6426.71
105,4.403334188817674,520.0870337903491,2,8,24.301566848307175,890,315,5.502971685077579,80.71899790352474,Lunes,No,Lluvioso,Residencial,No,Mañana,Servicio,Alimentos,Yape,Alta,6927.62
127,11.123074566842128,755.1947332570381,3,7,17.36352645980103,106,310,1.8600121428934595,190.43301953066882,Lunes,No,Nublado,Residencial,Sí,Noche,Servicio,Otros,Plin,Alta,8953.79
43,8.615049610489667,781.8911977152115,4,7,31.071362779694628,881,36,10.819209583437267,107.5090842733879,Domingo,No,Nublado,Industrial,Sí,Mañana,Servicio,Alimentos,Yape,Baja,2384.52
100,8.511356534044989,524.6374913988238,1,7,7.638291519016278,769,121,4.853890986430061,23.730553084193055,Martes,No,Soleado,Industrial,Sí,Tarde,Tienda,Tecnología,Efectivo,Alta,3975.33
177,8.002228281662083,339.95380362241616,4,5,11.735487750670195,482,390,4.260137472876776,130.84932580746406,Lunes,No,Lluvioso,Industrial,No,Tarde,Restaurante,Tecnología,Plin,Alta,9601.64
139,4.555152687233467,975.0554529365688,1,7,38.56089665384259,357,463,5.247016004311549,158.0772034800347,Sábado,No,Lluvioso,Residencial,No,Tarde,Tienda,Ropa,Efectivo,Baja,9438.36
78,4.719014813889285,680.1944804086683,3,4,13.392526253216175,624,152,13.237827461617911,40.49553378706447,Lunes,No,Nublado,Industrial,No,Tarde,Servicio,Alimentos,Yape,Alta,4485.68
147,8.80729604527269,437.8256433789838,2,8,15.598150320049827,809,366,8.252259986619631,95.32089922543341,Martes,No,Nublado,Residencial,No,Tarde,Tienda,Tecnología,Tarjeta,Baja,9270.87
133,6.727668571484466,316.4400629944198,0,9,40.6842006076177,515,125,3.2103862181407523,151.20742111518607,Viernes,No,Lluvioso,Residencial,No,Mañana,Restaurante,Otros,Plin,Media,5757.04
134,11.338144532621445,744.5478338533841,4,3,9.19855302607641,702,30,11.842732421985502,13.893786923887358,Martes,Sí,Nublado,Comercial,Sí,Tarde,Tienda,Otros,Yape,Alta,4399.44
33,7.252724298875778,280.0742733140793,1,7,24.68632202468784,654,120,3.9183454388127945,15.50426125850164,Jueves,No,Nublado,Industrial,Sí,Mañana,Tienda,Tecnología,Plin,Alta,2734.3
28,5.146251669621129,213.12448952500375,3,9,6.037852414875214,156,457,6.774666074654029,138.61329270774365,Viernes,No,Lluvioso,Comercial,No,Tarde,Restaurante,Tecnología,Tarjeta,Baja,8552.79
59,9.717750668016288,553.3421945139668,0,1,20.606332969305672,926,462,8.953061469470065,147.77403468176837,Jueves,No,Nublado,Industrial,No,Mañana,Servicio,Tecnología,Tarjeta,Alta,7476.67
44,6.346827371528079,325.4880230119348,3,2,36.45416311748395,649,36,9.18220080621594,170.7151930907471,Lunes,No,Soleado,Industrial,No,Tarde,Servicio,Otros,Yape,Alta,4919.78
122,8.203762458847145,647.4598876774343,2,7,9.054647587275273,350,149,1.9664496311017992,85.9239650005992,Jueves,No,Nublado,Comercial,No,Tarde,Servicio,Tecnología,Efectivo,Baja,6209.89
41,9.58266228404136,162.0417411305218,0,2,44.975058205044206,669,416,12.715262883842598,84.05756635864606,Martes,No,Lluvioso,Industrial,Sí,Mañana,Restaurante,Alimentos,Plin,Alta,4997.65
23,11.202112889616563,672.1940493389556,0,7,45.92745693233222,95,379,7.712030639130069,114.94991481863494,Martes,No,Soleado,Industrial,No,Noche,Tienda,Ropa,Plin,Baja,7412.53
173,10.337529558413408,319.1317015978171,0,1,9.72456688063108,126,158,14.849649796050498,153.89212145663691,Domingo,No,Nublado,Industrial,No,Tarde,Servicio,Ropa,Tarjeta,Alta,3989.45
48,9.410888542981793,50.2307877127871,1,3,49.58295963690995,778,208,11.04419371126629,131.78851741826165,Miércoles,No,Soleado,Residencial,No,Mañana,Restaurante,Ropa,Yape,Media,4582.59
128,9.437065459161149,170.58925479046755,0,5,18.388829902797,218,127,14.895964659974855,72.19142773033201,Domingo,No,Lluvioso,Residencial,No,Mañana,Restaurante,Alimentos,Tarjeta,Baja,4749.28
117,11.567397152256692,936.9346089433394,3,6,8.784575200922273,863,451,7.348653472911534,75.84397872281049,Domingo,No,Soleado,Industrial,Sí,Noche,Restaurante,Tecnología,Tarjeta,Media,9685.41
56,6.366592779972288,873.9869071595899,1,9,5.228020152376802,178,72,2.970939701369492,154.97093775775014,Sábado,No,Nublado,Comercial,No,Tarde,Servicio,Ropa,Efectivo,Media,4661.77
94,4.008896753569499,271.928580434425,0,9,23.383530309373818,762,212,11.182331278415058,111.58286573470464,Domingo,No,Nublado,Residencial,No,Noche,Restaurante,Otros,Tarjeta,Baja,6366.62
89,6.1756364751855894,789.4533093182166,3,3,33.3414493567753,757,214,11.888643954763628,28.61547336016379,Lunes,No,Lluvioso,Residencial,Sí,Mañana,Servicio,Tecnología,Yape,Media,3671.34
165,5.743131037013952,628.1430135152756,3,8,19.948066245649095,909,82,12.939693750354941,39.06904128893507,Martes,No,Soleado,Industrial,No,Tarde,Tienda,Otros,Tarjeta,Alta,5611.91
147,9.294676680911985,972.359475877376,4,4,42.652281446358025,317,257,5.22028635848835,171.72617142828,Viernes,No,Soleado,Residencial,No,Noche,Restaurante,Ropa,Yape,Baja,10820.47
104,9.069692798124233,404.9253765573562,3,7,37.24728240042725,649,190,8.149575777614578,199.77265202271346,Domingo,No,Lluvioso,Comercial,No,Tarde,Restaurante,Alimentos,Tarjeta,Alta,6582.79
61,8.747691061637791,697.3875818913127,2,6,20.75726893856147,814,264,13.005078027045572,73.77975209083843,Domingo,No,Lluvioso,Comercial,No,Mañana,Servicio,Ropa,Efectivo,Media,4427.27
119,4.12994754567563,110.35893630272265,0,8,38.04393499738721,799,493,13.106307312566589,83.47331569579683,Domingo,No,Lluvioso,Comercial,No,Noche,Servicio,Ropa,Efectivo,Baja,8694.52
60,9.83022443560518,426.43497947558564,0,6,47.32194816361624,634,475,1.3595738027859727,39.352724710021384,Martes,No,Lluvioso,Comercial,Sí,Mañana,Servicio,Tecnología,Tarjeta,Media,8365.67
185,6.588243299883932,965.6267781287714,0,4,9.189319934435769,468,387,10.392834976748881,54.7854859714801,Viernes,Sí,Nublado,Residencial,No,Mañana,Tienda,Tecnología,Efectivo,Alta,10194.58
53,9.320447912053048,562.0318307276145,3,2,18.77467820709276,919,424,9.423622893990945,90.6796706974187,Lunes,Sí,Nublado,Residencial,No,Noche,Servicio,Ropa,Plin,Baja,6597.61
36,8.452627428017227,323.48552816810235,3,7,25.8496672602512,916,229,2.166728883056882,64.03403243804487,Sábado,No,Lluvioso,Comercial,No,Noche,Restaurante,Alimentos,Plin,Media,4116.7
184,6.741847403423257,164.25741497217652,0,4,27.409555748964586,210,465,14.021905113167433,143.27072237219784,Miércoles,No,Lluvioso,Residencial,No,Noche,Tienda,Otros,Tarjeta,Baja,8645.91
172,5.076610136832862,718.3519231724539,1,9,29.398804019873314,107,30,7.235212113795987,112.19139388579194,Miércoles,No,Soleado,Industrial,No,Mañana,Servicio,Otros,Tarjeta,Media,4946.25
141,4.755351181283848,662.6132412582405,1,9,18.528210794239186,433,43,10.439607941783674,166.2364543757163,Jueves,No,Nublado,Industrial,Sí,Tarde,Servicio,Alimentos,Efectivo,Alta,5366.82
95,10.652146664897788,405.2417779235859,2,7,35.026684069205714,934,242,13.359169137043619,147.6597343666137,Martes,No,Soleado,Industrial,No,Tarde,Restaurante,Tecnología,Efectivo,Baja,7566.51
106,11.347180336652464,953.3942842725426,4,5,34.02880265884234,852,407,2.8216949920943906,34.339116272491296,Lunes,No,Soleado,Industrial,No,Tarde,Restaurante,Ropa,Tarjeta,Media,8416.03
136,9.198304374114397,71.0926723384578,2,3,31.001967782222625,559,306,12.981804009066277,33.44390345957656,Jueves,No,Nublado,Industrial,No,Tarde,Servicio,Ropa,Yape,Media,6301.96
125,4.827472918883867,338.53765905023454,0,3,10.119277476989447,479,63,11.140278816236195,180.17324131641683,Lunes,No,Lluvioso,Comercial,No,Tarde,Tienda,Ropa,Yape,Alta,3384.06
105,7.216217735105926,925.0160119846023,0,9,26.463555099317503,389,390,12.754292507400232,165.70713549506345,Lunes,No,Nublado,Residencial,No,Tarde,Servicio,Otros,Plin,Baja,9009.79
46,9.831513600841259,354.88866640346833,0,9,21.0302099370219,627,299,7.927699872434188,98.90429140091469,Jueves,No,Soleado,Comercial,No,Noche,Tienda,Alimentos,Efectivo,Media,5266.98
76,10.238567072080546,289.64019216241184,4,4,27.096731142715516,989,197,1.4687879495284237,34.76918560705479,Lunes,No,Nublado,Comercial,No,Tarde,Restaurante,Alimentos,Efectivo,Alta,4631.57
50,4.945748978328709,557.5093894346849,3,1,46.48398959817617,75,407,10.387221811948846,180.72949523030303,Jueves,No,Lluvioso,Comercial,No,Mañana,Restaurante,Ropa,Plin,Baja,6166.23
153,4.000245750763059,832.611662424511,4,5,26.623910442128373,859,448,6.243453997882445,53.83310590142672,Domingo,No,Nublado,Residencial,No,Mañana,Tienda,Ropa,Yape,Media,9590.62
187,9.69709636704484,147.98942283444302,2,8,5.629135632778032,638,199,6.633821681080373,16.751607179634394,Domingo,No,Lluvioso,Industrial,Sí,Tarde,Tienda,Alimentos,Yape,Media,7275.73
117,6.852769407889645,945.8696741634493,3,4,24.747653213785892,847,111,7.177670821089329,185.60550974760642,Sábado,No,Lluvioso,Comercial,No,Mañana,Restaurante,Otros,Plin,Baja,6511.46
31,6.035850652946082,805.3192371221058,3,4,41.92916810222219,421,433,7.900734900945448,163.69776793737213,Martes,No,Soleado,Residencial,No,Mañana,Tienda,Tecnología,Tarjeta,Baja,4996.63
72,4.1031797583162035,222.18774277397435,2,9,40.10274154481757,977,345,10.267079255923116,141.76152154050519,Jueves,No,Soleado,Comercial,Sí,Tarde,Restaurante,Ropa,Efectivo,Media,5077.79
157,8.322395254091997,726.4075631382545,3,9,28.102553308768144,85,166,11.174859467526243,16.465767896886664,Martes,No,Lluvioso,Residencial,No,Noche,Servicio,Alimentos,Tarjeta,Alta,6690.7
192,10.809205883407854,415.71078650567927,1,7,16.239605578669188,580,262,11.875792009062755,110.40192389461474,Domingo,No,Lluvioso,Comercial,No,Noche,Tienda,Otros,Tarjeta,Alta,9664.06
164,11.661053170180704,432.17994417250276,2,8,25.928989831154528,839,144,10.402486675420603,134.19086946591653,Miércoles,No,Soleado,Industrial,Sí,Tarde,Tienda,Tecnología,Yape,Alta,5802.76
173,8.525959604906314,794.125587816923,2,4,30.366599873818625,882,281,12.24871187889041,154.27597574858598,Jueves,No,Lluvioso,Residencial,Sí,Noche,Restaurante,Alimentos,Tarjeta,Baja,9545.66
141,8.115690621919153,964.6455675816956,1,8,49.994214722336025,874,318,2.710088910468416,99.5040381117195,Domingo,No,Nublado,Comercial,No,Noche,Tienda,Ropa,Efectivo,Media,11010.65
65,4.680451083913929,170.32307920483424,4,6,33.98801405762198,316,78,12.715447326769754,191.1363670154958,Sábado,No,Lluvioso,Industrial,No,Tarde,Tienda,Alimentos,Efectivo,Alta,3473.77
83,8.390982412340797,449.59872503487844,4,3,36.241921852817605,843,481,6.421907220232442,56.50840158490316,Miércoles,No,Lluvioso,Industrial,No,Mañana,Servicio,Otros,Efectivo,Baja,7532.19
149,7.039832631723157,506.89452768008834,4,7,27.11543646056234,481,33,8.402873460695723,23.249634298746248,Jueves,No,Soleado,Residencial,No,Noche,Restaurante,Ropa,Plin,Media,5909.12
73,8.857082247068615,407.4962261072477,3,3,20.952029785213846,68,408,7.072911606928403,73.22558655164346,Lunes,No,Soleado,Industrial,No,Tarde,Tienda,Alimentos,Tarjeta,Media,7057.8
126,7.109810783012374,395.0296675304138,1,7,41.582884264124274,388,205,7.660040861714876,135.7429253582754,Miércoles,No,Soleado,Residencial,No,Mañana,Servicio,Alimentos,Tarjeta,Baja,6205.81
70,5.922392987602934,99.65523418351671,2,5,27.271954595265626,189,301,4.995987591742627,150.0598688124917,Viernes,No,Nublado,Residencial,No,Noche,Servicio,Ropa,Efectivo,Baja,6262.59
55,4.759722201827012,701.2616895344921,2,4,49.76105584840363,116,460,3.3793127511954184,150.3144104518137,Viernes,No,Lluvioso,Industrial,No,Tarde,Servicio,Ropa,Plin,Alta,7403.66
134,6.519347556711166,464.4036962640431,2,3,25.570425842061983,873,55,2.4685262626058067,31.028027248319447,Viernes,No,Lluvioso,Industrial,No,Noche,Tienda,Otros,Plin,Media,6384.38
45,4.773158674302018,235.0541125117304,3,8,8.060012764140982,579,99,7.319583746952944,178.16699637937128,Miércoles,No,Soleado,Residencial,No,Noche,Restaurante,Ropa,Yape,Media,3697.76
48,5.4151756065918715,825.231827186965,3,4,35.716016169053724,418,322,2.7536539517271414,63.358403555348424,Martes,No,Lluvioso,Industrial,No,Tarde,Servicio,Otros,Yape,Media,6780.45
168,11.898689268636367,812.4327107440465,4,8,7.0988652916614985,310,435,4.429838615671166,49.883110456013036,Jueves,No,Lluvioso,Residencial,No,Mañana,Tienda,Alimentos,Efectivo,Media,12421.26
30,7.552828455252949,512.0720466844491,3,3,16.27257185981165,673,263,2.8706223987663115,126.74692061814413,Lunes,No,Nublado,Industrial,No,Tarde,Restaurante,Ropa,Tarjeta,Alta,4877.62
59,8.254974132040132,333.5281280903725,4,9,20.918221375095648,969,260,2.527697242054058,50.251324142428366,Lunes,No,Lluvioso,Residencial,No,Mañana,Restaurante,Otros,Tarjeta,Media,5008.94
